0.048,0
0.035,0.0132
0.034,0.0011
0.031,0.0028
0.032,0.0013
0.034,0.0019
0.033,0.0009
0.035,0.0015
0.034,0.0011
0.035,0.0008
0.035,0.0006
0.033,0.0024
0.032,0.0005
